1.1366891	1.1995045
0.37815046	2.987531
0.02054727	0.53711206
0.7804092	2.1987364
0.21590503	1.9437116
0.93076766	2.7676795
1.2306087	2.5487378
0.90223336	1.588315
0.4282202	2.35165
0.16275936	2.2599752
1.4008691	1.6884593
0.11746903	1.0184329
0.63473904	0.10421715
0.581186	3.0046222
1.3542299	0.63938046
2.173232	2.0609388
0.72775114	2.200082
1.5544924	1.4445717
0.69365716	2.9222658
1.2251621	2.7110155
1.0928286	1.090366
0.97265136	1.1030785
1.3069873	1.2179788
0.09695418	2.37416
1.0052526	2.2625082
1.1119772	1.2768958
0.6653052	1.0148443
0.85150456	1.3556569
2.3007107	2.0667655
0.07270155	2.7295732
0.50940293	1.0962908
1.7195803	2.9228683
0.9075291	2.5811684
1.017808	0.9938841
0.257019	1.803031
1.0099303	1.0921118
1.4930962	0.9119064
1.8223729	2.096957
0.41398242	3.0645323
1.8175615	0.09499512
1.0480613	0.6418505
0.4621979	1.599227
1.0481042	0.25308838
0.30895808	1.3585876
0.73973054	1.1458124
1.479954	1.6819401
0.62153155	0.4547743
1.4762049	0.8877247
1.1508758	1.0000105
0.54926974	2.18237
1.5000995	1.8516787
1.343156	0.67236847
2.5232677	1.1821377
0.954951	0.55946296
1.0750692	0.38409653
1.2833835	2.2900615
1.3721143	2.180743
0.84964496	3.1765563
1.1922536	1.0113442
1.2507308	1.211812
0.6020835	1.0232741
0.8633546	3.084447
0.28402695	2.2761204
1.7254472	3.177944
1.6666433	0.5616415
0.091225915	1.6340965
2.2338684	0.9480608
1.3271738	1.0830107
0.67773896	1.15404
0.75145704	0.9940281
2.1192966	0.0026636124
1.215268	1.6736578
1.010139	0.600251
0.5119292	0.3291994
0.8546992	3.1113448
1.7738441	1.7957649
0.23177297	0.65307426
0.35829383	2.8984847
1.1555592	0.5017765
0.27853176	1.3460339
0.53549564	0.7961783
1.8963593	1.4265823
0.32192117	0.8153418
0.6489071	2.7217565
0.70207834	0.44243947
0.044844892	1.4960512
1.047645	0.46005592
1.8352027	1.7754354
1.4930962	0.9119064
1.8175615	0.09499512
1.0480613	0.6418505
1.0480613	0.6418505
0.053523827	1.1935475
1.4059294	1.1723236
0.91908944	0.7414946
0.82596993	2.7576919
1.1526445	0.8845051
1.1387092	1.083145
0.98742956	1.542042
1.5213951	1.3194574
