3	1	53	651	3879	0.0

3	2	53	675	4048	0.0

3	3	53	699	3604	0.0

3	0	54	723	648	0.0

3	3	0	1	2054	0.0

3	3	1	24	3896	0.0

3	3	2	48	1644	0.0

3	3	3	71	3486	0.0

3	3	0	95	1236	0.0

3	3	1	118	3085	0.0

3	3	2	142	830	0.0

3	3	3	165	2677	0.0

3	3	0	189	427	0.0

3	3	1	212	2277	0.0

3	3	2	236	29	0.0

3	3	3	259	3290	0.0

3	3	0	283	1039	0.0

3	3	1	306	2880	0.0

3	3	2	330	626	0.0

3	3	4	353	3023	0.0

3	3	4	377	774	0.0

3	0	1	378	83	0.0

3	3	1	400	2618	0.0

3	3	2	424	369	0.0

3	3	3	447	2217	0.0

3	3	0	470	4063	0.0

3	3	5	494	1810	0.0

3	3	2	518	159	0.0

3	3	3	541	2006	0.0

3	3	0	564	3853	0.0

3	3	1	588	1603	0.0

3	3	6	611	3447	0.0

3	3	7	635	1198	0.0

3	3	0	658	3045	0.0

3	3	1	682	792	0.0

3	3	2	705	2638	0.0

3	3	8	729	389	0.0

3	3	8	752	2244	0.0

3	3	1	775	4087	0.0

3	3	2	799	1838	0.0

3	3	3	822	3684	0.0

3	3	0	846	1435	0.0

3	3	9	869	3276	0.0

3	3	2	893	1024	0.0

3	3	3	916	2870	0.0

3	3	0	1	2022	0.0

3	3	1	24	3866	0.0

3	3	2	48	1618	0.0

3	3	3	71	3468	0.0

3	3	0	95	1226	0.0

3	3	1	118	3072	0.0

3	3	2	142	831	0.0

3	3	3	165	2675	0.0

3	3	0	189	429	0.0

3	3	1	212	2278	0.0

3	3	2	236	29	0.0

3	3	3	259	1882	0.0

3	3	0	282	3728	0.0

3	3	1	306	1486	0.0

3	3	2	329	3339	0.0

3	3	4	353	1097	0.0

3	3	4	376	2951	0.0

3	3	1	400	707	0.0

3	3	4	401	24	0.0

3	3	2	423	2564	0.0

3	3	3	447	322	0.0

3	3	0	470	2172	0.0

3	3	5	493	4029	0.0

3	3	0	45	848	0.0

3	3	1	138	2785	0.0

3	3	2	232	1189	0.0

3	3	3	325	3689	0.0

3	3	4	419	2123	0.0

3	3	5	513	1214	0.0

3	3	1	16	1114	0.0

3	3	2	40	1096	0.0

3	3	3	63	401	0.0

3	3	4	87	612	0.0

3	3	5	109	3663	0.0

3	3	6	133	3832	0.0

3	3	7	157	3636	0.0

3	3	8	180	3199	0.0

3	3	9	204	3380	0.0

3	3	10	227	2594	0.0

3	3	11	251	2130	0.0

3	3	12	274	1287	0.0

3	3	13	297	1939	0.0

3	3	14	320	3744	0.0

3	3	15	345	488	0.0

3	3	16	369	434	0.0

3	3	17	391	3788	0.0

3	3	18	415	3808	0.0

3	3	19	438	3266	0.0

3	3	20	462	3398	0.0

3	3	21	485	2145	0.0

3	3	22	509	2175	0.0

3	3	23	532	1359	0.0

3	3	24	556	1373	0.0

3	3	25	580	1415	0.0

3	3	26	603	662	0.0

3	3	27	627	624	0.0

3	3	28	649	2650	0.0

3	3	29	673	3831	0.0

3	3	30	696	3522	0.0

3	3	31	720	3358	0.0

3	1	1	722	63	0.0

3	3	32	744	3497	0.0

3	3	33	767	2903	0.0

3	3	34	791	2267	0.0

3	3	35	814	1548	0.0

3	3	36	838	1601	0.0

3	3	37	861	579	0.0

3	3	38	885	2514	0.0

3	3	39	907	3896	0.0

3	3	40	931	3874	0.0

3	3	41	955	4032	0.0

3	3	13	17	1612	0.0

3	3	14	41	1795	0.0

3	3	15	64	866	0.0

3	3	16	88	863	0.0

3	3	17	111	22	0.0

3	3	18	134	42	0.0

3	3	19	157	3540	0.0

3	3	20	181	3728	0.0

3	3	21	204	2674	0.0

3	3	22	228	2806	0.0

3	3	23	252	3022	0.0

3	3	24	275	1885	0.0

3	3	25	299	2665	0.0

3	3	26	322	1009	0.0

3	3	27	346	1282	0.0

3	3	28	369	226	0.0

3	3	30	415	3686	0.0

3	3	31	440	164	0.0

3	3	32	463	3460	0.0

3	3	33	486	3286	0.0

3	3	34	510	3288	0.0

3	3	35	533	2120	0.0

3	3	36	557	2339	0.0

3	3	37	580	1280	0.0

3	3	38	604	1213	0.0

3	3	39	628	1517	0.0

3	3	40	651	416	0.0

3	3	41	675	969	0.0

3	3	42	697	3793	0.0

3	3	43	721	3726	0.0

3	3	44	744	3223	0.0

3	3	45	768	2912	0.0

3	3	46	792	2904	0.0

3	3	47	815	2089	0.0

3	3	48	839	2120	0.0

3	3	49	862	1459	0.0

3	3	50	886	1292	0.0

3	3	51	909	830	0.0

3	3	52	933	496	0.0

3	3	53	955	3810	0.0

3	3	54	980	323	0.0

3	3	55	1003	3744	0.0

3	3	56	1026	3374	0.0

3	3	57	1050	3460	0.0

3	3	58	1073	2554	0.0

3	3	59	1097	2615	0.0

3	3	60	1120	1269	0.0

3	3	61	1144	1401	0.0

3	3	62	1168	1345	0.0

3	3	63	1191	574	0.0

3	3	64	1215	538	0.0

3	3	65	1237	3976	0.0

3	3	66	1261	3988	0.0

3	3	67	1284	3242	0.0

3	3	68	1308	2993	0.0

3	3	69	1331	2316	0.0

3	3	70	1355	2679	0.0

3	3	71	1379	3046	0.0

3	3	72	1402	1531	0.0

3	3	73	1426	1624	0.0

3	3	74	1449	741	0.0

3	3	75	1473	672	0.0

3	3	76	1495	3924	0.0

3	3	77	1520	1721	0.0

3	3	78	1543	131	0.0

3	3	79	1566	3510	0.0

3	3	80	1589	2847	0.0

3	3	81	1613	2875	0.0

3	3	82	1637	2555	0.0

3	3	83	1660	1776	0.0

3	3	84	1684	2245	0.0

3	3	85	1707	888	0.0

3	3	86	1731	951	0.0

3	3	87	1754	162	0.0

3	3	88	1778	104	0.0

3	3	89	1802	235	0.0

3	3	90	1824	4013	0.0

3	3	91	1848	3426	0.0

3	3	92	1871	2667	0.0

3	3	93	1895	2580	0.0

3	3	94	1918	1787	0.0

3	3	95	1942	1712	0.0

3	3	96	1965	1061	0.0

3	3	97	1989	1733	0.0

3	3	98	2013	844	0.0

3	3	99	2036	178	0.0

3	3	100	2060	208	0.0

3	3	101	2082	3547	0.0

3	3	102	2106	3594	0.0

3	3	103	2129	2721	0.0

3	3	104	2153	3488	0.0

3	3	105	2176	1894	0.0

3	3	106	2200	1925	0.0

3	3	107	2223	692	0.0

3	3	108	2247	1146	0.0

3	3	109	2271	1132	0.0

3	3	110	2294	1087	0.0

3	3	111	2318	257	0.0

3	3	112	2340	3607	0.0

3	3	113	2364	3626	0.0

3	3	114	2387	2698	0.0

3	3	115	2411	2769	0.0

3	3	116	2434	2743	0.0

3	3	117	2457	3107	0.0

3	3	118	2482	2238	0.0

3	3	119	2505	1093	0.0

3	3	120	2529	1079	0.0

3	3	121	2552	460	0.0

3	3	122	2576	1163	0.0

